source_id,corpus,folder_name,rank,section_id,chapter_id,chapter_title,section_title,similarity_score,candidate_band,mapping_grade,status,rationale
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,3,6.6,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,民族形式与现代形式之争,0.288134,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,4,2.5,CH02,第二章　改良、消费、展览与跨国物质流动,从唯美主义到新艺术,0.281655,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,5,2.4,CH02,第二章　改良、消费、展览与跨国物质流动,百货商店与现代消费者,0.277798,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,6,9.6,CH09,第九章　消费社会、家庭、性别与企业形象,瑞士平面与国际主义传播,0.277019,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,7,6.4,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,上海都市消费文化,0.269038,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,8,6.1,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,概念前史,0.256699,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,1,12.6,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,女性主义设计批评,0.277518,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,2,7.4,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,乌尔姆设计学院,0.261277,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,3,0.5,CH00,导论　设计史的对象、证据、时间与叙事,图像、档案、口述与数字痕迹,0.259785,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,4,14.6,CH14,第十四章　交互、服务与平台：数字设计的制度化,设计系统与平台规模化,0.246093,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,5,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.244094,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,6,C.0,CH99,结语　从正典到关系、责任与可能性,结语综合,0.242224,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,7,14.3,CH14,第十四章　交互、服务与平台：数字设计的制度化,HCI与设计方法的汇合,0.237211,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0003,book,A. H. Munsell：《A color notation》,8,14.1,CH14,第十四章　交互、服务与平台：数字设计的制度化,从计算工具到软件媒介,0.237184,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",1,3.5,CH03,第三章　战争、革命与先锋派的视觉—物质实验,风格派与普遍秩序,0.381733,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",2,7.3,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,美国“Good Design”体系,0.358391,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",3,0.3,CH00,导论　设计史的对象、证据、时间与叙事,从英雄谱系到关系史,0.352718,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",4,1.6,CH01,第一章　工业化、劳动分工与“设计”的生成,“工业艺术”“装饰艺术”与“设计”,0.332916,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",5,5.3,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,经济危机与“销售工程”,0.328771,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",6,12.6,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,女性主义设计批评,0.326592,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",7,5.1,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,装饰艺术与1925年巴黎博览会,0.325372,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",8,4.4,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,德绍体系与工坊劳动,0.318447,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",1,13.1,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,后福特生产与供应链,0.44395,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",2,2.4,CH02,第二章　改良、消费、展览与跨国物质流动,百货商店与现代消费者,0.436405,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",3,0.3,CH00,导论　设计史的对象、证据、时间与叙事,从英雄谱系到关系史,0.416167,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",4,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.413774,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",5,10.3,CH10,第十章　新中国设计制度的重组（1949—1978）,轻工业与日用品,0.40515,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",6,2.2,CH02,第二章　改良、消费、展览与跨国物质流动,博物馆、学校与国家治理,0.392752,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",7,2.7,CH02,第二章　改良、消费、展览与跨国物质流动,跨境迁移与地方现代性,0.391898,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",8,2.1,CH02,第二章　改良、消费、展览与跨国物质流动,1851年万国工业博览会,0.390906,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",1,2.5,CH02,第二章　改良、消费、展览与跨国物质流动,从唯美主义到新艺术,0.51151,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",2,1.5,CH01,第一章　工业化、劳动分工与“设计”的生成,工厂中的匿名设计,0.470025,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",3,7.7,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,日本战后设计重建,0.449596,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",4,8.7,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,国际援助与专家网络,0.416833,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",5,2.4,CH02,第二章　改良、消费、展览与跨国物质流动,百货商店与现代消费者,0.396557,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",6,7.3,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,美国“Good Design”体系,0.384124,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",7,5.1,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,装饰艺术与1925年巴黎博览会,0.379473,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",8,6.4,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,上海都市消费文化,0.379258,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,1,8.3,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,苏联及社会主义现代主义,0.391899,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,2,3.3,CH03,第三章　战争、革命与先锋派的视觉—物质实验,达达与蒙太奇,0.389263,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,3,3.4,CH03,第三章　战争、革命与先锋派的视觉—物质实验,俄国构成主义与生产主义,0.389006,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,4,3.2,CH03,第三章　战争、革命与先锋派的视觉—物质实验,未来主义,0.377595,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,5,3.5,CH03,第三章　战争、革命与先锋派的视觉—物质实验,风格派与普遍秩序,0.355532,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,6,3.1,CH03,第三章　战争、革命与先锋派的视觉—物质实验,战争、都市与机械感知,0.344042,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,7,8.6,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,拉丁美洲与非洲的现代化项目,0.323776,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0007,book,Ades：《Photomontage》,8,4.2,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,魏玛包豪斯与基础课程,0.320824,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,1,5.7,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,商业设计的伦理争议,0.390258,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,2,4.7,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,迁徙、正典与区域转译,0.35925,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,3,1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,0.349317,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,4,12.6,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,女性主义设计批评,0.346584,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,5,7.6,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,北欧设计的制度基础,0.342901,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,6,7.3,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,美国“Good Design”体系,0.340179,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,7,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.338278,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0008,book,Adolf Loos：《Ornament and Crime》，2019,8,12.1,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,从职业伦理到社会批判,0.326147,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,1,9.5,CH09,第九章　消费社会、家庭、性别与企业形象,企业形象的系统化,0.462476,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,2,7.4,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,乌尔姆设计学院,0.454303,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,3,3.4,CH03,第三章　战争、革命与先锋派的视觉—物质实验,俄国构成主义与生产主义,0.397839,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,4,13.6,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,城市化与消费视觉,0.394222,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,5,9.4,CH09,第九章　消费社会、家庭、性别与企业形象,青年文化、亚文化使用与商业吸收,0.387219,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,6,4.1,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,改革联盟与企业系统,0.386751,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,7,11.1,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,现代主义危机的社会条件,0.381174,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0009,book,Alain Weill：《Graphic Design A History》，2004,8,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.37845,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,1,3.4,CH03,第三章　战争、革命与先锋派的视觉—物质实验,俄国构成主义与生产主义,0.443951,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,2,3.6,CH03,第三章　战争、革命与先锋派的视觉—物质实验,新摄影、新字体与展览设计,0.420465,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,3,10.5,CH10,第十章　新中国设计制度的重组（1949—1978）,宣传视觉与出版系统,0.416076,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,4,13.6,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,城市化与消费视觉,0.410224,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,5,3.2,CH03,第三章　战争、革命与先锋派的视觉—物质实验,未来主义,0.403573,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,6,9.6,CH09,第九章　消费社会、家庭、性别与企业形象,瑞士平面与国际主义传播,0.398918,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,7,3.5,CH03,第三章　战争、革命与先锋派的视觉—物质实验,风格派与普遍秩序,0.388734,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0010,book,Alain Weill：《The Poster A Worldwide Survey and History》，1985,8,7.7,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,日本战后设计重建,0.372895,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",1,14.2,CH14,第十四章　交互、服务与平台：数字设计的制度化,图形用户界面与交互范式,0.529295,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",2,14.4,CH14,第十四章　交互、服务与平台：数字设计的制度化,网络、网页与移动交互,0.477487,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",3,14.3,CH14,第十四章　交互、服务与平台：数字设计的制度化,HCI与设计方法的汇合,0.391547,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",4,14.6,CH14,第十四章　交互、服务与平台：数字设计的制度化,设计系统与平台规模化,0.383155,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",5,14.5,CH14,第十四章　交互、服务与平台：数字设计的制度化,服务设计与组织流程,0.360612,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",6,16.5,CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,自动化界面与人的控制权,0.330894,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",7,12.7,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,社会创新、社区设计与正义,0.329917,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0011,book,"Alan Cooper, Robert Reimann, David Cronin, Christopher Noessel：《About Face The Essentials of Interaction Design》",8,5.5,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,工业设计职业的形成,0.303237,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0012,book,Alastair Duncan：《American Art Deco (1986)》，1986,1,5.1,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,装饰艺术与1925年巴黎博览会,0.461436,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0012,book,Alastair Duncan：《American Art Deco (1986)》，1986,2,5.3,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,经济危机与“销售工程”,0.39529,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0012,book,Alastair Duncan：《American Art Deco (1986)》，1986,3,5.4,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,流线型的媒介迁移,0.383984,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0012,book,Alastair Duncan：《American Art Deco (1986)》，1986,4,12.6,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,女性主义设计批评,0.381944,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0012,book,Alastair Duncan：《American Art Deco (1986)》，1986,5,5.2,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,美国大众消费体系,0.370005,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
